         E      Sigma
4.395610e+001 6.582524e+015
4.396609e+001 6.578106e+015
4.397608e+001 6.573695e+015
4.398607e+001 6.569289e+015
4.399606e+001 6.564889e+015
4.400605e+001 6.560495e+015
4.401604e+001 6.556106e+015
4.402603e+001 6.551724e+015
4.403602e+001 6.547347e+015
4.404601e+001 6.542977e+015
4.405600e+001 6.538612e+015
4.406599e+001 6.534253e+015
4.407598e+001 6.529900e+015
4.408597e+001 6.525553e+015
4.409596e+001 6.521211e+015
4.410595e+001 6.516875e+015
4.411594e+001 6.512545e+015
4.412593e+001 6.508221e+015
4.413592e+001 6.503903e+015
4.414591e+001 6.499590e+015
4.415590e+001 6.495284e+015
4.416589e+001 6.490983e+015
4.417588e+001 6.486687e+015
4.418587e+001 6.482398e+015
4.419586e+001 6.478114e+015
4.420585e+001 6.473836e+015
4.421584e+001 6.469564e+015
4.422583e+001 6.465297e+015
4.423582e+001 6.461036e+015
4.424581e+001 6.456781e+015
4.425580e+001 6.452531e+015
4.426579e+001 6.448288e+015
4.427578e+001 6.444049e+015
4.428577e+001 6.439817e+015
4.429576e+001 6.435590e+015
4.430575e+001 6.431369e+015
4.431574e+001 6.427153e+015
4.432573e+001 6.422944e+015
4.433572e+001 6.418739e+015
4.434571e+001 6.414541e+015
4.435570e+001 6.410348e+015
4.436569e+001 6.406160e+015
4.437568e+001 6.401979e+015
4.438567e+001 6.397802e+015
4.439566e+001 6.393632e+015
4.440565e+001 6.389467e+015
4.441564e+001 6.385308e+015
4.442563e+001 6.381154e+015
4.443562e+001 6.377005e+015
4.444561e+001 6.372863e+015
4.445560e+001 6.368726e+015
4.446559e+001 6.364594e+015
4.447558e+001 6.360468e+015
4.448557e+001 6.356347e+015
4.449556e+001 6.352232e+015
4.450555e+001 6.348123e+015
4.451554e+001 6.344019e+015
4.452553e+001 6.339920e+015
4.453552e+001 6.335827e+015
4.454551e+001 6.331740e+015
4.455550e+001 6.327658e+015
4.456549e+001 6.323581e+015
4.457548e+001 6.319510e+015
4.458547e+001 6.315444e+015
4.459546e+001 6.311384e+015
4.460545e+001 6.307329e+015
4.461544e+001 6.303280e+015
4.462543e+001 6.299236e+015
4.463542e+001 6.295198e+015
4.464541e+001 6.291165e+015
4.465540e+001 6.287137e+015
4.466539e+001 6.283115e+015
4.467538e+001 6.279098e+015
4.468537e+001 6.275087e+015
4.469536e+001 6.271081e+015
4.470535e+001 6.267080e+015
4.471534e+001 6.263085e+015
4.472533e+001 6.259095e+015
4.473532e+001 6.255110e+015
4.474531e+001 6.251131e+015
4.475530e+001 6.247157e+015
4.476529e+001 6.243189e+015
4.477528e+001 6.239225e+015
4.478527e+001 6.235268e+015
4.479526e+001 6.231315e+015
4.480525e+001 6.227368e+015
4.481524e+001 6.223426e+015
4.482523e+001 6.219489e+015
4.483522e+001 6.215558e+015
4.484521e+001 6.211632e+015
4.485520e+001 6.207711e+015
4.486519e+001 6.203796e+015
4.487518e+001 6.199886e+015
4.488517e+001 6.195981e+015
4.489516e+001 6.192081e+015
4.490515e+001 6.188186e+015
4.491514e+001 6.184297e+015
4.492513e+001 6.180413e+015
4.493512e+001 6.176535e+015
4.494511e+001 6.172661e+015
4.495510e+001 6.168793e+015
4.496509e+001 6.164930e+015
4.497508e+001 6.161072e+015
4.498507e+001 6.157219e+015
4.499506e+001 6.153372e+015
4.500505e+001 6.149529e+015
4.501504e+001 6.145692e+015
4.502503e+001 6.141860e+015
4.503502e+001 6.138034e+015
4.504501e+001 6.134212e+015
4.505500e+001 6.130396e+015
4.506499e+001 6.126584e+015
4.507498e+001 6.122778e+015
4.508497e+001 6.118977e+015
4.509496e+001 6.115181e+015
4.510495e+001 6.111391e+015
4.511494e+001 6.107605e+015
4.512493e+001 6.103825e+015
4.513492e+001 6.100049e+015
4.514491e+001 6.096279e+015
4.515490e+001 6.092514e+015
4.516489e+001 6.088754e+015
4.517488e+001 6.084999e+015
4.518487e+001 6.081249e+015
4.519486e+001 6.077504e+015
4.520485e+001 6.073764e+015
4.521484e+001 6.070029e+015
4.522483e+001 6.066300e+015
4.523482e+001 6.062575e+015
4.524481e+001 6.058856e+015
4.525480e+001 6.055141e+015
4.526479e+001 6.051431e+015
4.527478e+001 6.047727e+015
4.528477e+001 6.044028e+015
4.529476e+001 6.040333e+015
4.530475e+001 6.036644e+015
4.531474e+001 6.032959e+015
4.532473e+001 6.029280e+015
4.533472e+001 6.025605e+015
4.534471e+001 6.021936e+015
4.535470e+001 6.018272e+015
4.536469e+001 6.014612e+015
4.537468e+001 6.010958e+015
4.538467e+001 6.007308e+015
4.539466e+001 6.003664e+015
4.540465e+001 6.000024e+015
4.541464e+001 5.996389e+015
4.542463e+001 5.992760e+015
4.543462e+001 5.989135e+015
4.544461e+001 5.985515e+015
4.545460e+001 5.981900e+015
4.546459e+001 5.978290e+015
4.547458e+001 5.974685e+015
4.548457e+001 5.971085e+015
4.549456e+001 5.967489e+015
4.550455e+001 5.963899e+015
4.551454e+001 5.960314e+015
4.552453e+001 5.956733e+015
4.553452e+001 5.953157e+015
4.554451e+001 5.949586e+015
4.555450e+001 5.946020e+015
4.556449e+001 5.942459e+015
4.557448e+001 5.938903e+015
4.558447e+001 5.935352e+015
4.559446e+001 5.931805e+015
4.560445e+001 5.928264e+015
4.561444e+001 5.924727e+015
4.562443e+001 5.921195e+015
4.563442e+001 5.917668e+015
4.564441e+001 5.914145e+015
4.565440e+001 5.910628e+015
4.566439e+001 5.907115e+015
4.567438e+001 5.903607e+015
4.568437e+001 5.900104e+015
4.569436e+001 5.896606e+015
4.570435e+001 5.893112e+015
4.571434e+001 5.889624e+015
4.572433e+001 5.886140e+015
4.573432e+001 5.882661e+015
4.574431e+001 5.879186e+015
4.575430e+001 5.875717e+015
4.576429e+001 5.872252e+015
4.577428e+001 5.868792e+015
4.578427e+001 5.865337e+015
4.579426e+001 5.861886e+015
4.580425e+001 5.858440e+015
4.581424e+001 5.854999e+015
4.582423e+001 5.851563e+015
4.583422e+001 5.848131e+015
4.584421e+001 5.844705e+015
4.585420e+001 5.841282e+015
4.586419e+001 5.837865e+015
4.587418e+001 5.834452e+015
4.588417e+001 5.831044e+015
4.589416e+001 5.827641e+015
4.590415e+001 5.824242e+015
4.591414e+001 5.820848e+015
4.592413e+001 5.817459e+015
4.593412e+001 5.814075e+015
4.594411e+001 5.810695e+015
4.595410e+001 5.807320e+015
4.596409e+001 5.803949e+015
4.597408e+001 5.800583e+015
4.598407e+001 5.797222e+015
4.599406e+001 5.793866e+015
4.600405e+001 5.790514e+015
4.601404e+001 5.787166e+015
4.602403e+001 5.783824e+015
4.603402e+001 5.780486e+015
4.604401e+001 5.777152e+015
4.605400e+001 5.773824e+015
4.606399e+001 5.770500e+015
4.607398e+001 5.767180e+015
4.608397e+001 5.763865e+015
4.609396e+001 5.760555e+015
4.610395e+001 5.757249e+015
4.611394e+001 5.753948e+015
4.612393e+001 5.750652e+015
4.613392e+001 5.747360e+015
4.614391e+001 5.744073e+015
4.615390e+001 5.740790e+015
4.616389e+001 5.737512e+015
4.617388e+001 5.734238e+015
4.618387e+001 5.730969e+015
4.619386e+001 5.727705e+015
4.620385e+001 5.724445e+015
4.621384e+001 5.721190e+015
4.622383e+001 5.717939e+015
4.623382e+001 5.714693e+015
4.624381e+001 5.711451e+015
4.625380e+001 5.708214e+015
4.626379e+001 5.704981e+015
4.627378e+001 5.701753e+015
4.628377e+001 5.698530e+015
4.629376e+001 5.695311e+015
4.630375e+001 5.692096e+015
4.631374e+001 5.688886e+015
4.632373e+001 5.685681e+015
4.633372e+001 5.682480e+015
4.634371e+001 5.679283e+015
4.635370e+001 5.676091e+015
4.636369e+001 5.672904e+015
4.637368e+001 5.669721e+015
4.638367e+001 5.666542e+015
4.639366e+001 5.663368e+015
4.640365e+001 5.660199e+015
4.641364e+001 5.657033e+015
4.642363e+001 5.653873e+015
4.643362e+001 5.650717e+015
4.644361e+001 5.647565e+015
4.645360e+001 5.644418e+015
4.646359e+001 5.641275e+015
4.647358e+001 5.638136e+015
4.648357e+001 5.635003e+015
4.649356e+001 5.631873e+015
4.650355e+001 5.628748e+015
4.651354e+001 5.625627e+015
4.652353e+001 5.622511e+015
4.653352e+001 5.619399e+015
4.654351e+001 5.616292e+015
4.655350e+001 5.613189e+015
4.656349e+001 5.610091e+015
4.657348e+001 5.606996e+015
4.658347e+001 5.603907e+015
4.659346e+001 5.600821e+015
4.660345e+001 5.597740e+015
4.661344e+001 5.594664e+015
4.662343e+001 5.591592e+015
4.663342e+001 5.588524e+015
4.664341e+001 5.585461e+015
4.665340e+001 5.582402e+015
4.666339e+001 5.579347e+015
4.667338e+001 5.576297e+015
4.668337e+001 5.573251e+015
4.669336e+001 5.570209e+015
4.670335e+001 5.567172e+015
4.671334e+001 5.564139e+015
4.672333e+001 5.561111e+015
4.673332e+001 5.558087e+015
4.674331e+001 5.555067e+015
4.675330e+001 5.552051e+015
4.676329e+001 5.549040e+015
4.677328e+001 5.546033e+015
4.678327e+001 5.543031e+015
4.679326e+001 5.540033e+015
4.680325e+001 5.537039e+015
4.681324e+001 5.534050e+015
4.682323e+001 5.531064e+015
4.683322e+001 5.528084e+015
4.684321e+001 5.525107e+015
4.685320e+001 5.522135e+015
4.686319e+001 5.519167e+015
4.687318e+001 5.516203e+015
4.688317e+001 5.513244e+015
4.689316e+001 5.510289e+015
4.690315e+001 5.507338e+015
4.691314e+001 5.504391e+015
4.692313e+001 5.501449e+015
4.693312e+001 5.498511e+015
4.694311e+001 5.495577e+015
4.695310e+001 5.492648e+015
4.696309e+001 5.489723e+015
4.697308e+001 5.486802e+015
4.698307e+001 5.483885e+015
4.699306e+001 5.480973e+015
4.700305e+001 5.478065e+015
4.701304e+001 5.475161e+015
4.702303e+001 5.472261e+015
4.703302e+001 5.469366e+015
4.704301e+001 5.466475e+015
4.705300e+001 5.463588e+015
4.706299e+001 5.460705e+015
4.707298e+001 5.457827e+015
4.708297e+001 5.454953e+015
4.709296e+001 5.452083e+015
4.710295e+001 5.449217e+015
4.711294e+001 5.446355e+015
4.712293e+001 5.443498e+015
4.713292e+001 5.440645e+015
4.714291e+001 5.437796e+015
4.715290e+001 5.434951e+015
4.716289e+001 5.432110e+015
4.717288e+001 5.429274e+015
4.718287e+001 5.426442e+015
4.719286e+001 5.423614e+015
4.720285e+001 5.420790e+015
4.721284e+001 5.417971e+015
4.722283e+001 5.415155e+015
4.723282e+001 5.412344e+015
4.724281e+001 5.409537e+015
4.725280e+001 5.406734e+015
4.726279e+001 5.403936e+015
4.727278e+001 5.401141e+015
4.728277e+001 5.398351e+015
4.729276e+001 5.395564e+015
4.730275e+001 5.392782e+015
4.731274e+001 5.390005e+015
4.732273e+001 5.387231e+015
4.733272e+001 5.384461e+015
4.734271e+001 5.381696e+015
4.735270e+001 5.378935e+015
4.736269e+001 5.376177e+015
4.737268e+001 5.373424e+015
4.738267e+001 5.370676e+015
4.739266e+001 5.367931e+015
4.740265e+001 5.365190e+015
4.741264e+001 5.362454e+015
4.742263e+001 5.359721e+015
4.743262e+001 5.356993e+015
4.744261e+001 5.354269e+015
4.745260e+001 5.351549e+015
4.746259e+001 5.348833e+015
4.747258e+001 5.346121e+015
4.748257e+001 5.343414e+015
4.749256e+001 5.340710e+015
4.750255e+001 5.338011e+015
4.751254e+001 5.335315e+015
4.752253e+001 5.332624e+015
4.753252e+001 5.329937e+015
4.754251e+001 5.327254e+015
4.755250e+001 5.324575e+015
4.756249e+001 5.321900e+015
4.757248e+001 5.319229e+015
4.758247e+001 5.316562e+015
4.759246e+001 5.313900e+015
4.760245e+001 5.311241e+015
4.761244e+001 5.308587e+015
4.762243e+001 5.305936e+015
4.763242e+001 5.303290e+015
4.764241e+001 5.300648e+015
4.765240e+001 5.298009e+015
4.766239e+001 5.295375e+015
4.767238e+001 5.292745e+015
4.768237e+001 5.290119e+015
4.769236e+001 5.287497e+015
4.770235e+001 5.284879e+015
4.771234e+001 5.282265e+015
4.772233e+001 5.279655e+015
4.773232e+001 5.277050e+015
4.774231e+001 5.274448e+015
4.775230e+001 5.271850e+015
4.776229e+001 5.269256e+015
4.777228e+001 5.266667e+015
4.778227e+001 5.264081e+015
4.779226e+001 5.261500e+015
4.780225e+001 5.258922e+015
4.781224e+001 5.256349e+015
4.782223e+001 5.253779e+015
4.783222e+001 5.251214e+015
4.784221e+001 5.248652e+015
4.785220e+001 5.246095e+015
4.786219e+001 5.243541e+015
4.787218e+001 5.240992e+015
4.788217e+001 5.238446e+015
4.789216e+001 5.235905e+015
4.790215e+001 5.233368e+015
4.791214e+001 5.230834e+015
4.792213e+001 5.228305e+015
4.793212e+001 5.225780e+015
4.794211e+001 5.223258e+015
4.795210e+001 5.220741e+015
4.796209e+001 5.218227e+015
4.797208e+001 5.215718e+015
4.798207e+001 5.213213e+015
4.799206e+001 5.210711e+015
4.800205e+001 5.208214e+015
4.801204e+001 5.205720e+015
4.802203e+001 5.203231e+015
4.803202e+001 5.200745e+015
4.804201e+001 5.198264e+015
4.805200e+001 5.195786e+015
4.806199e+001 5.193313e+015
4.807198e+001 5.190843e+015
4.808197e+001 5.188377e+015
4.809196e+001 5.185916e+015
4.810195e+001 5.183458e+015
4.811194e+001 5.181004e+015
4.812193e+001 5.178554e+015
4.813192e+001 5.176109e+015
4.814191e+001 5.173667e+015
4.815190e+001 5.171229e+015
4.816189e+001 5.168795e+015
4.817188e+001 5.166365e+015
4.818187e+001 5.163939e+015
4.819186e+001 5.161517e+015
4.820185e+001 5.159099e+015
4.821184e+001 5.156684e+015
4.822183e+001 5.154274e+015
4.823182e+001 5.151868e+015
4.824181e+001 5.149466e+015
4.825180e+001 5.147067e+015
4.826179e+001 5.144673e+015
4.827178e+001 5.142282e+015
4.828177e+001 5.139895e+015
4.829176e+001 5.137513e+015
4.830175e+001 5.135134e+015
4.831174e+001 5.132759e+015
4.832173e+001 5.130388e+015
4.833172e+001 5.128021e+015
4.834171e+001 5.125658e+015
4.835170e+001 5.123299e+015
4.836169e+001 5.120944e+015
4.837168e+001 5.118592e+015
4.838167e+001 5.116245e+015
4.839166e+001 5.113902e+015
4.840165e+001 5.111562e+015
4.841164e+001 5.109226e+015
4.842163e+001 5.106895e+015
4.843162e+001 5.104567e+015
4.844161e+001 5.102243e+015
4.845160e+001 5.099923e+015
4.846159e+001 5.097607e+015
4.847158e+001 5.095295e+015
4.848157e+001 5.092986e+015
4.849156e+001 5.090682e+015
4.850155e+001 5.088381e+015
4.851154e+001 5.086085e+015
4.852153e+001 5.083792e+015
4.853152e+001 5.081503e+015
4.854151e+001 5.079218e+015
4.855150e+001 5.076937e+015
4.856149e+001 5.074660e+015
4.857148e+001 5.072387e+015
4.858147e+001 5.070118e+015
4.859146e+001 5.067852e+015
4.860145e+001 5.065591e+015
4.861144e+001 5.063333e+015
4.862143e+001 5.061079e+015
4.863142e+001 5.058829e+015
4.864141e+001 5.056583e+015
4.865140e+001 5.054341e+015
4.866139e+001 5.052103e+015
4.867138e+001 5.049868e+015
4.868137e+001 5.047638e+015
4.869136e+001 5.045411e+015
4.870135e+001 5.043188e+015
4.871134e+001 5.040969e+015
4.872133e+001 5.038754e+015
4.873132e+001 5.036543e+015
4.874131e+001 5.034336e+015
4.875130e+001 5.032132e+015
4.876129e+001 5.029933e+015
4.877128e+001 5.027737e+015
4.878127e+001 5.025545e+015
4.879126e+001 5.023357e+015
4.880125e+001 5.021173e+015
4.881124e+001 5.018993e+015
4.882123e+001 5.016816e+015
4.883122e+001 5.014644e+015
4.884121e+001 5.012475e+015
4.885120e+001 5.010310e+015
4.886119e+001 5.008149e+015
4.887118e+001 5.005992e+015
4.888117e+001 5.003839e+015
4.889116e+001 5.001690e+015
4.890115e+001 4.999544e+015
4.891114e+001 4.997403e+015
4.892113e+001 4.995265e+015
4.893112e+001 4.993131e+015
4.894111e+001 4.991001e+015
4.895110e+001 4.988874e+015
4.896109e+001 4.986752e+015
4.897108e+001 4.984633e+015
4.898107e+001 4.982519e+015
4.899106e+001 4.980408e+015
4.900105e+001 4.978301e+015
4.901104e+001 4.976197e+015
4.902103e+001 4.974098e+015
4.903102e+001 4.972003e+015
4.904101e+001 4.969911e+015
4.905100e+001 4.967823e+015
4.906099e+001 4.965739e+015
4.907098e+001 4.963659e+015
4.908097e+001 4.961583e+015
4.909096e+001 4.959510e+015
4.910095e+001 4.957442e+015
4.911094e+001 4.955377e+015
4.912093e+001 4.953316e+015
4.913092e+001 4.951259e+015
4.914091e+001 4.949205e+015
4.915090e+001 4.947156e+015
4.916089e+001 4.945110e+015
4.917088e+001 4.943069e+015
4.918087e+001 4.941031e+015
4.919086e+001 4.938997e+015
4.920085e+001 4.936966e+015
4.921084e+001 4.934940e+015
4.922083e+001 4.932917e+015
4.923082e+001 4.930899e+015
4.924081e+001 4.928884e+015
4.925080e+001 4.926872e+015
4.926079e+001 4.924865e+015
4.927078e+001 4.922862e+015
4.928077e+001 4.920862e+015
4.929076e+001 4.918866e+015
4.930075e+001 4.916874e+015
4.931074e+001 4.914886e+015
4.932073e+001 4.912902e+015
4.933072e+001 4.910921e+015
4.934071e+001 4.908945e+015
4.935070e+001 4.906972e+015
4.936069e+001 4.905003e+015
4.937068e+001 4.903038e+015
4.938067e+001 4.901076e+015
4.939066e+001 4.899119e+015
4.940065e+001 4.897165e+015
4.941064e+001 4.895215e+015
4.942063e+001 4.893269e+015
4.943062e+001 4.891327e+015
4.944061e+001 4.889389e+015
4.945060e+001 4.887454e+015
4.946059e+001 4.885523e+015
4.947058e+001 4.883596e+015
4.948057e+001 4.881673e+015
4.949056e+001 4.879754e+015
4.950055e+001 4.877839e+015
4.951054e+001 4.875927e+015
4.952053e+001 4.874019e+015
4.953052e+001 4.872115e+015
4.954051e+001 4.870215e+015
4.955050e+001 4.868319e+015
4.956049e+001 4.866426e+015
4.957048e+001 4.864538e+015
4.958047e+001 4.862653e+015
4.959046e+001 4.860772e+015
4.960045e+001 4.858895e+015
4.961044e+001 4.857021e+015
4.962043e+001 4.855152e+015
4.963042e+001 4.853286e+015
4.964041e+001 4.851424e+015
4.965040e+001 4.849566e+015
4.966039e+001 4.847712e+015
4.967038e+001 4.845861e+015
4.968037e+001 4.844015e+015
4.969036e+001 4.842172e+015
4.970035e+001 4.840333e+015
4.971034e+001 4.838498e+015
4.972033e+001 4.836666e+015
4.973032e+001 4.834839e+015
4.974031e+001 4.833015e+015
4.975030e+001 4.831196e+015
4.976029e+001 4.829380e+015
4.977028e+001 4.827567e+015
4.978027e+001 4.825759e+015
4.979026e+001 4.823954e+015
4.980025e+001 4.822154e+015
4.981024e+001 4.820357e+015
4.982023e+001 4.818564e+015
4.983022e+001 4.816775e+015
4.984021e+001 4.814989e+015
4.985020e+001 4.813208e+015
4.986019e+001 4.811430e+015
4.987018e+001 4.809656e+015
4.988017e+001 4.807886e+015
4.989016e+001 4.806120e+015
4.990015e+001 4.804358e+015
4.991014e+001 4.802599e+015
4.992013e+001 4.800844e+015
4.993012e+001 4.799093e+015
4.994011e+001 4.797346e+015
4.995010e+001 4.795603e+015
4.996009e+001 4.793864e+015
4.997008e+001 4.792128e+015
4.998007e+001 4.790397e+015
4.999006e+001 4.788669e+015
5.000005e+001 4.786945e+015
5.001004e+001 4.785225e+015
5.002003e+001 4.783508e+015
5.003002e+001 4.781796e+015
5.004001e+001 4.780087e+015
5.005000e+001 4.778382e+015
5.005999e+001 4.776681e+015
5.006998e+001 4.774984e+015
5.007997e+001 4.773291e+015
5.008996e+001 4.771601e+015
5.009995e+001 4.769916e+015
5.010994e+001 4.768234e+015
5.011993e+001 4.766556e+015
5.012992e+001 4.764882e+015
5.013991e+001 4.763212e+015
5.014990e+001 4.761545e+015
5.015989e+001 4.759883e+015
5.016988e+001 4.758224e+015
5.017987e+001 4.756569e+015
5.018986e+001 4.754918e+015
5.019985e+001 4.753271e+015
5.020984e+001 4.751628e+015
5.021983e+001 4.749989e+015
5.022982e+001 4.748353e+015
5.023981e+001 4.746721e+015
5.024980e+001 4.745094e+015
5.025979e+001 4.743470e+015
5.026978e+001 4.741849e+015
5.027977e+001 4.740233e+015
5.028976e+001 4.738621e+015
5.029975e+001 4.737012e+015
5.030974e+001 4.735408e+015
5.031973e+001 4.733807e+015
5.032972e+001 4.732210e+015
5.033971e+001 4.730617e+015
5.034970e+001 4.729028e+015
5.035969e+001 4.727442e+015
5.036968e+001 4.725861e+015
5.037967e+001 4.724283e+015
5.038966e+001 4.722710e+015
5.039965e+001 4.721140e+015
5.040964e+001 4.719574e+015
5.041963e+001 4.718012e+015
5.042962e+001 4.716454e+015
5.043961e+001 4.714899e+015
5.044960e+001 4.713349e+015
5.045959e+001 4.711802e+015
5.046958e+001 4.710260e+015
5.047957e+001 4.708721e+015
5.048956e+001 4.707186e+015
5.049955e+001 4.705655e+015
5.050954e+001 4.704128e+015
5.051953e+001 4.702605e+015
5.052952e+001 4.701085e+015
5.053951e+001 4.699570e+015
5.054950e+001 4.698058e+015
5.055949e+001 4.696551e+015
5.056948e+001 4.695047e+015
5.057947e+001 4.693547e+015
5.058946e+001 4.692051e+015
5.059945e+001 4.690559e+015
5.060944e+001 4.689071e+015
5.061943e+001 4.687587e+015
5.062942e+001 4.686106e+015
5.063941e+001 4.684630e+015
5.064940e+001 4.683157e+015
5.065939e+001 4.681689e+015
5.066938e+001 4.680224e+015
5.067937e+001 4.678763e+015
5.068936e+001 4.677307e+015
5.069935e+001 4.675854e+015
5.070934e+001 4.674405e+015
5.071933e+001 4.672960e+015
5.072932e+001 4.671518e+015
5.073931e+001 4.670081e+015
5.074930e+001 4.668648e+015
5.075929e+001 4.667218e+015
5.076928e+001 4.665793e+015
5.077927e+001 4.664372e+015
5.078926e+001 4.662954e+015
5.079925e+001 4.661540e+015
5.080924e+001 4.660131e+015
5.081923e+001 4.658725e+015
5.082922e+001 4.657323e+015
5.083921e+001 4.655925e+015
5.084920e+001 4.654531e+015
5.085919e+001 4.653141e+015
5.086918e+001 4.651755e+015
5.087917e+001 4.650373e+015
5.088916e+001 4.648995e+015
5.089915e+001 4.647621e+015
5.090914e+001 4.646251e+015
5.091913e+001 4.644884e+015
5.092912e+001 4.643522e+015
5.093911e+001 4.642164e+015
5.094910e+001 4.640809e+015
5.095909e+001 4.639459e+015
5.096908e+001 4.638113e+015
5.097907e+001 4.636770e+015
5.098906e+001 4.635432e+015
5.099905e+001 4.634097e+015
5.100904e+001 4.632767e+015
5.101903e+001 4.631440e+015
5.102902e+001 4.630118e+015
5.103901e+001 4.628799e+015
5.104900e+001 4.627485e+015
5.105899e+001 4.626174e+015
5.106898e+001 4.624868e+015
5.107897e+001 4.623565e+015
5.108896e+001 4.622266e+015
5.109895e+001 4.620972e+015
5.110894e+001 4.619681e+015
5.111893e+001 4.618395e+015
5.112892e+001 4.617112e+015
5.113891e+001 4.615834e+015
5.114890e+001 4.614559e+015
5.115889e+001 4.613288e+015
5.116888e+001 4.612022e+015
5.117887e+001 4.610759e+015
5.118886e+001 4.609501e+015
5.119885e+001 4.608247e+015
5.120884e+001 4.606996e+015
5.121883e+001 4.605750e+015
5.122882e+001 4.604507e+015
5.123881e+001 4.603269e+015
5.124880e+001 4.602035e+015
5.125879e+001 4.600805e+015
5.126878e+001 4.599579e+015
5.127877e+001 4.598356e+015
5.128876e+001 4.597138e+015
5.129875e+001 4.595924e+015
5.130874e+001 4.594714e+015
5.131873e+001 4.593508e+015
5.132872e+001 4.592307e+015
5.133871e+001 4.591109e+015
5.134870e+001 4.589915e+015
5.135869e+001 4.588725e+015
5.136868e+001 4.587540e+015
5.137867e+001 4.586358e+015
5.138866e+001 4.585181e+015
5.139865e+001 4.584007e+015
5.140864e+001 4.582838e+015
5.141863e+001 4.581673e+015
5.142862e+001 4.580512e+015
5.143861e+001 4.579355e+015
5.144860e+001 4.578202e+015
5.145859e+001 4.577053e+015
5.146858e+001 4.575909e+015
5.147857e+001 4.574768e+015
5.148856e+001 4.573631e+015
5.149855e+001 4.572499e+015
5.150854e+001 4.571371e+015
5.151853e+001 4.570247e+015
5.152852e+001 4.569127e+015
5.153851e+001 4.568011e+015
5.154850e+001 4.566899e+015
5.155849e+001 4.565791e+015
5.156848e+001 4.564688e+015
5.157847e+001 4.563588e+015
5.158846e+001 4.562493e+015
5.159845e+001 4.561402e+015
5.160844e+001 4.560315e+015
5.161843e+001 4.559232e+015
5.162842e+001 4.558154e+015
5.163841e+001 4.557079e+015
5.164840e+001 4.556009e+015
5.165839e+001 4.554943e+015
5.166838e+001 4.553881e+015
5.167837e+001 4.552823e+015
5.168836e+001 4.551769e+015
5.169835e+001 4.550720e+015
5.170834e+001 4.549674e+015
5.171833e+001 4.548633e+015
5.172832e+001 4.547596e+015
5.173831e+001 4.546564e+015
5.174830e+001 4.545535e+015
5.175829e+001 4.544511e+015
5.176828e+001 4.543491e+015
5.177827e+001 4.542475e+015
5.178826e+001 4.541463e+015
5.179825e+001 4.540455e+015
5.180824e+001 4.539452e+015
5.181823e+001 4.538453e+015
5.182822e+001 4.537458e+015
5.183821e+001 4.536468e+015
5.184820e+001 4.535481e+015
5.185819e+001 4.534499e+015
5.186818e+001 4.533521e+015
5.187817e+001 4.532547e+015
5.188816e+001 4.531578e+015
5.189815e+001 4.530613e+015
5.190814e+001 4.529652e+015
5.191813e+001 4.528695e+015
5.192812e+001 4.527743e+015
5.193811e+001 4.526795e+015
5.194810e+001 4.525851e+015
5.195809e+001 4.524911e+015
5.196808e+001 4.523976e+015
5.197807e+001 4.523045e+015
5.198806e+001 4.522118e+015
5.199805e+001 4.521196e+015
5.200804e+001 4.520278e+015
5.201803e+001 4.519364e+015
5.202802e+001 4.518454e+015
5.203801e+001 4.517549e+015
5.204800e+001 4.516648e+015
5.205799e+001 4.515752e+015
5.206798e+001 4.514859e+015
5.207797e+001 4.513971e+015
5.208796e+001 4.513088e+015
5.209795e+001 4.512208e+015
5.210794e+001 4.511334e+015
5.211793e+001 4.510463e+015
5.212792e+001 4.509597e+015
5.213791e+001 4.508735e+015
5.214790e+001 4.507877e+015
5.215789e+001 4.507024e+015
5.216788e+001 4.506175e+015
5.217787e+001 4.505331e+015
5.218786e+001 4.504491e+015
5.219785e+001 4.503655e+015
5.220784e+001 4.502824e+015
5.221783e+001 4.501997e+015
5.222782e+001 4.501174e+015
5.223781e+001 4.500356e+015
5.224780e+001 4.499542e+015
5.225779e+001 4.498733e+015
5.226778e+001 4.497928e+015
5.227777e+001 4.497127e+015
5.228776e+001 4.496331e+015
5.229775e+001 4.495540e+015
5.230774e+001 4.494752e+015
5.231773e+001 4.493969e+015
5.232772e+001 4.493191e+015
5.233771e+001 4.492417e+015
5.234770e+001 4.491648e+015
5.235769e+001 4.490883e+015
5.236768e+001 4.490122e+015
5.237767e+001 4.489366e+015
5.238766e+001 4.488614e+015
5.239765e+001 4.487867e+015
5.240764e+001 4.487124e+015
5.241763e+001 4.486386e+015
5.242762e+001 4.485653e+015
5.243761e+001 4.484923e+015
5.244760e+001 4.484199e+015
5.245759e+001 4.483478e+015
5.246758e+001 4.482763e+015
5.247757e+001 4.482051e+015
5.248756e+001 4.481345e+015
5.249755e+001 4.480643e+015
5.250754e+001 4.479945e+015
5.251753e+001 4.479252e+015
5.252752e+001 4.478563e+015
5.253751e+001 4.477879e+015
5.254750e+001 4.477200e+015
5.255749e+001 4.476525e+015
5.256748e+001 4.475855e+015
5.257747e+001 4.475189e+015
5.258746e+001 4.474528e+015
5.259745e+001 4.473871e+015
5.260744e+001 4.473219e+015
5.261743e+001 4.472572e+015
5.262742e+001 4.471929e+015
5.263741e+001 4.471290e+015
5.264740e+001 4.470657e+015
5.265739e+001 4.470028e+015
5.266738e+001 4.469403e+015
5.267737e+001 4.468784e+015
