         E      Sigma
3.491515e+001 1.473669e+016
3.492514e+001 1.471983e+016
3.493513e+001 1.470299e+016
3.494512e+001 1.468619e+016
3.495511e+001 1.466941e+016
3.496510e+001 1.465266e+016
3.497509e+001 1.463594e+016
3.498508e+001 1.461925e+016
3.499507e+001 1.460258e+016
3.500506e+001 1.458595e+016
3.501505e+001 1.456934e+016
3.502504e+001 1.455276e+016
3.503503e+001 1.453620e+016
3.504502e+001 1.451968e+016
3.505501e+001 1.450318e+016
3.506500e+001 1.448671e+016
3.507499e+001 1.447027e+016
3.508498e+001 1.445386e+016
3.509497e+001 1.443747e+016
3.510496e+001 1.442112e+016
3.511495e+001 1.440479e+016
3.512494e+001 1.438848e+016
3.513493e+001 1.437221e+016
3.514492e+001 1.435596e+016
3.515491e+001 1.433974e+016
3.516490e+001 1.432355e+016
3.517489e+001 1.430738e+016
3.518488e+001 1.429125e+016
3.519487e+001 1.427514e+016
3.520486e+001 1.425905e+016
3.521485e+001 1.424300e+016
3.522484e+001 1.422697e+016
3.523483e+001 1.421096e+016
3.524482e+001 1.419499e+016
3.525481e+001 1.417904e+016
3.526480e+001 1.416312e+016
3.527479e+001 1.414723e+016
3.528478e+001 1.413136e+016
3.529477e+001 1.411552e+016
3.530476e+001 1.409970e+016
3.531475e+001 1.408392e+016
3.532474e+001 1.406816e+016
3.533473e+001 1.405242e+016
3.534472e+001 1.403672e+016
3.535471e+001 1.402103e+016
3.536470e+001 1.400538e+016
3.537469e+001 1.398975e+016
3.538468e+001 1.397415e+016
3.539467e+001 1.395858e+016
3.540466e+001 1.394303e+016
3.541465e+001 1.392750e+016
3.542464e+001 1.391201e+016
3.543463e+001 1.389654e+016
3.544462e+001 1.388109e+016
3.545461e+001 1.386568e+016
3.546460e+001 1.385028e+016
3.547459e+001 1.383492e+016
3.548458e+001 1.381958e+016
3.549457e+001 1.380426e+016
3.550456e+001 1.378898e+016
3.551455e+001 1.377371e+016
3.552454e+001 1.375848e+016
3.553453e+001 1.374326e+016
3.554452e+001 1.372808e+016
3.555451e+001 1.371292e+016
3.556450e+001 1.369778e+016
3.557449e+001 1.368268e+016
3.558448e+001 1.366759e+016
3.559447e+001 1.365253e+016
3.560446e+001 1.363750e+016
3.561445e+001 1.362249e+016
3.562444e+001 1.360751e+016
3.563443e+001 1.359256e+016
3.564442e+001 1.357762e+016
3.565441e+001 1.356272e+016
3.566440e+001 1.354784e+016
3.567439e+001 1.353298e+016
3.568438e+001 1.351815e+016
3.569437e+001 1.350334e+016
3.570436e+001 1.348856e+016
3.571435e+001 1.347380e+016
3.572434e+001 1.345907e+016
3.573433e+001 1.344436e+016
3.574432e+001 1.342968e+016
3.575431e+001 1.341502e+016
3.576430e+001 1.340039e+016
3.577429e+001 1.338578e+016
3.578428e+001 1.337120e+016
3.579427e+001 1.335664e+016
3.580426e+001 1.334210e+016
3.581425e+001 1.332759e+016
3.582424e+001 1.331311e+016
3.583423e+001 1.329865e+016
3.584422e+001 1.328421e+016
3.585421e+001 1.326979e+016
3.586420e+001 1.325541e+016
3.587419e+001 1.324104e+016
3.588418e+001 1.322670e+016
3.589417e+001 1.321238e+016
3.590416e+001 1.319809e+016
3.591415e+001 1.318382e+016
3.592414e+001 1.316957e+016
3.593413e+001 1.315535e+016
3.594412e+001 1.314116e+016
3.595411e+001 1.312698e+016
3.596410e+001 1.311283e+016
3.597409e+001 1.309870e+016
3.598408e+001 1.308460e+016
3.599407e+001 1.307052e+016
3.600406e+001 1.305647e+016
3.601405e+001 1.304243e+016
3.602404e+001 1.302843e+016
3.603403e+001 1.301444e+016
3.604402e+001 1.300048e+016
3.605401e+001 1.298654e+016
3.606400e+001 1.297262e+016
3.607399e+001 1.295873e+016
3.608398e+001 1.294486e+016
3.609397e+001 1.293102e+016
3.610396e+001 1.291719e+016
3.611395e+001 1.290339e+016
3.612394e+001 1.288962e+016
3.613393e+001 1.287586e+016
3.614392e+001 1.286213e+016
3.615391e+001 1.284842e+016
3.616390e+001 1.283474e+016
3.617389e+001 1.282107e+016
3.618388e+001 1.280743e+016
3.619387e+001 1.279382e+016
3.620386e+001 1.278022e+016
3.621385e+001 1.276665e+016
3.622384e+001 1.275310e+016
3.623383e+001 1.273957e+016
3.624382e+001 1.272607e+016
3.625381e+001 1.271259e+016
3.626380e+001 1.269913e+016
3.627379e+001 1.268569e+016
3.628378e+001 1.267227e+016
3.629377e+001 1.265888e+016
3.630376e+001 1.264551e+016
3.631375e+001 1.263216e+016
3.632374e+001 1.261883e+016
3.633373e+001 1.260553e+016
3.634372e+001 1.259225e+016
3.635371e+001 1.257899e+016
3.636370e+001 1.256575e+016
3.637369e+001 1.255253e+016
3.638368e+001 1.253934e+016
3.639367e+001 1.252616e+016
3.640366e+001 1.251301e+016
3.641365e+001 1.249988e+016
3.642364e+001 1.248677e+016
3.643363e+001 1.247369e+016
3.644362e+001 1.246062e+016
3.645361e+001 1.244758e+016
3.646360e+001 1.243456e+016
3.647359e+001 1.242156e+016
3.648358e+001 1.240858e+016
3.649357e+001 1.239562e+016
3.650356e+001 1.238268e+016
3.651355e+001 1.236977e+016
3.652354e+001 1.235687e+016
3.653353e+001 1.234400e+016
3.654352e+001 1.233115e+016
3.655351e+001 1.231832e+016
3.656350e+001 1.230551e+016
3.657349e+001 1.229272e+016
3.658348e+001 1.227995e+016
3.659347e+001 1.226721e+016
3.660346e+001 1.225448e+016
3.661345e+001 1.224178e+016
3.662344e+001 1.222909e+016
3.663343e+001 1.221643e+016
3.664342e+001 1.220379e+016
3.665341e+001 1.219116e+016
3.666340e+001 1.217856e+016
3.667339e+001 1.216598e+016
3.668338e+001 1.215342e+016
3.669337e+001 1.214088e+016
3.670336e+001 1.212836e+016
3.671335e+001 1.211586e+016
3.672334e+001 1.210339e+016
3.673333e+001 1.209093e+016
3.674332e+001 1.207849e+016
3.675331e+001 1.206607e+016
3.676330e+001 1.205368e+016
3.677329e+001 1.204130e+016
3.678328e+001 1.202894e+016
3.679327e+001 1.201660e+016
3.680326e+001 1.200429e+016
3.681325e+001 1.199199e+016
3.682324e+001 1.197971e+016
3.683323e+001 1.196746e+016
3.684322e+001 1.195522e+016
3.685321e+001 1.194300e+016
3.686320e+001 1.193080e+016
3.687319e+001 1.191863e+016
3.688318e+001 1.190647e+016
3.689317e+001 1.189433e+016
3.690316e+001 1.188221e+016
3.691315e+001 1.187011e+016
3.692314e+001 1.185803e+016
3.693313e+001 1.184597e+016
3.694312e+001 1.183393e+016
3.695311e+001 1.182191e+016
3.696310e+001 1.180991e+016
3.697309e+001 1.179793e+016
3.698308e+001 1.178596e+016
3.699307e+001 1.177402e+016
3.700306e+001 1.176210e+016
3.701305e+001 1.175019e+016
3.702304e+001 1.173830e+016
3.703303e+001 1.172644e+016
3.704302e+001 1.171459e+016
3.705301e+001 1.170276e+016
3.706300e+001 1.169095e+016
3.707299e+001 1.167916e+016
3.708298e+001 1.166739e+016
3.709297e+001 1.165563e+016
3.710296e+001 1.164390e+016
3.711295e+001 1.163218e+016
3.712294e+001 1.162049e+016
3.713293e+001 1.160881e+016
3.714292e+001 1.159715e+016
3.715291e+001 1.158551e+016
3.716290e+001 1.157389e+016
3.717289e+001 1.156228e+016
3.718288e+001 1.155070e+016
3.719287e+001 1.153913e+016
3.720286e+001 1.152758e+016
3.721285e+001 1.151605e+016
3.722284e+001 1.150454e+016
3.723283e+001 1.149305e+016
3.724282e+001 1.148157e+016
3.725281e+001 1.147012e+016
3.726280e+001 1.145868e+016
3.727279e+001 1.144726e+016
3.728278e+001 1.143586e+016
3.729277e+001 1.142447e+016
3.730276e+001 1.141311e+016
3.731275e+001 1.140176e+016
3.732274e+001 1.139043e+016
3.733273e+001 1.137912e+016
3.734272e+001 1.136782e+016
3.735271e+001 1.135655e+016
3.736270e+001 1.134529e+016
3.737269e+001 1.133405e+016
3.738268e+001 1.132283e+016
3.739267e+001 1.131162e+016
3.740266e+001 1.130043e+016
3.741265e+001 1.128926e+016
3.742264e+001 1.127811e+016
3.743263e+001 1.126698e+016
3.744262e+001 1.125586e+016
3.745261e+001 1.124476e+016
3.746260e+001 1.123368e+016
3.747259e+001 1.122262e+016
3.748258e+001 1.121157e+016
3.749257e+001 1.120054e+016
3.750256e+001 1.118953e+016
3.751255e+001 1.117853e+016
3.752254e+001 1.116756e+016
3.753253e+001 1.115660e+016
3.754252e+001 1.114565e+016
3.755251e+001 1.113473e+016
3.756250e+001 1.112382e+016
3.757249e+001 1.111292e+016
3.758248e+001 1.110205e+016
3.759247e+001 1.109119e+016
3.760246e+001 1.108035e+016
3.761245e+001 1.106953e+016
3.762244e+001 1.105872e+016
3.763243e+001 1.104793e+016
3.764242e+001 1.103716e+016
3.765241e+001 1.102640e+016
3.766240e+001 1.101566e+016
3.767239e+001 1.100494e+016
3.768238e+001 1.099423e+016
3.769237e+001 1.098354e+016
3.770236e+001 1.097287e+016
3.771235e+001 1.096221e+016
3.772234e+001 1.095157e+016
3.773233e+001 1.094095e+016
3.774232e+001 1.093034e+016
3.775231e+001 1.091975e+016
3.776230e+001 1.090918e+016
3.777229e+001 1.089862e+016
3.778228e+001 1.088808e+016
3.779227e+001 1.087755e+016
3.780226e+001 1.086705e+016
3.781225e+001 1.085655e+016
3.782224e+001 1.084608e+016
3.783223e+001 1.083562e+016
3.784222e+001 1.082517e+016
3.785221e+001 1.081475e+016
3.786220e+001 1.080433e+016
3.787219e+001 1.079394e+016
3.788218e+001 1.078356e+016
3.789217e+001 1.077320e+016
3.790216e+001 1.076285e+016
3.791215e+001 1.075252e+016
3.792214e+001 1.074220e+016
3.793213e+001 1.073190e+016
3.794212e+001 1.072162e+016
3.795211e+001 1.071135e+016
3.796210e+001 1.070110e+016
3.797209e+001 1.069086e+016
3.798208e+001 1.068064e+016
3.799207e+001 1.067043e+016
3.800206e+001 1.066024e+016
3.801205e+001 1.065007e+016
3.802204e+001 1.063991e+016
3.803203e+001 1.062977e+016
3.804202e+001 1.061964e+016
3.805201e+001 1.060953e+016
3.806200e+001 1.059943e+016
3.807199e+001 1.058935e+016
3.808198e+001 1.057928e+016
3.809197e+001 1.056923e+016
3.810196e+001 1.055920e+016
3.811195e+001 1.054918e+016
3.812194e+001 1.053917e+016
3.813193e+001 1.052918e+016
3.814192e+001 1.051921e+016
3.815191e+001 1.050925e+016
3.816190e+001 1.049931e+016
3.817189e+001 1.048938e+016
3.818188e+001 1.047947e+016
3.819187e+001 1.046957e+016
3.820186e+001 1.045968e+016
3.821185e+001 1.044981e+016
3.822184e+001 1.043996e+016
3.823183e+001 1.043012e+016
3.824182e+001 1.042030e+016
3.825181e+001 1.041049e+016
3.826180e+001 1.040069e+016
3.827179e+001 1.039091e+016
3.828178e+001 1.038115e+016
3.829177e+001 1.037140e+016
3.830176e+001 1.036166e+016
3.831175e+001 1.035194e+016
3.832174e+001 1.034224e+016
3.833173e+001 1.033255e+016
3.834172e+001 1.032287e+016
3.835171e+001 1.031321e+016
3.836170e+001 1.030356e+016
3.837169e+001 1.029393e+016
3.838168e+001 1.028431e+016
3.839167e+001 1.027471e+016
3.840166e+001 1.026512e+016
3.841165e+001 1.025554e+016
3.842164e+001 1.024598e+016
3.843163e+001 1.023643e+016
3.844162e+001 1.022690e+016
3.845161e+001 1.021738e+016
3.846160e+001 1.020788e+016
3.847159e+001 1.019839e+016
3.848158e+001 1.018891e+016
3.849157e+001 1.017945e+016
3.850156e+001 1.017001e+016
3.851155e+001 1.016057e+016
3.852154e+001 1.015115e+016
3.853153e+001 1.014175e+016
3.854152e+001 1.013236e+016
3.855151e+001 1.012298e+016
3.856150e+001 1.011362e+016
3.857149e+001 1.010427e+016
3.858148e+001 1.009494e+016
3.859147e+001 1.008561e+016
3.860146e+001 1.007631e+016
3.861145e+001 1.006701e+016
3.862144e+001 1.005773e+016
3.863143e+001 1.004847e+016
3.864142e+001 1.003922e+016
3.865141e+001 1.002998e+016
3.866140e+001 1.002075e+016
3.867139e+001 1.001154e+016
3.868138e+001 1.000235e+016
3.869137e+001 9.993163e+015
3.870136e+001 9.983993e+015
3.871135e+001 9.974837e+015
3.872134e+001 9.965694e+015
3.873133e+001 9.956565e+015
3.874132e+001 9.947449e+015
3.875131e+001 9.938347e+015
3.876130e+001 9.929258e+015
3.877129e+001 9.920183e+015
3.878128e+001 9.911121e+015
3.879127e+001 9.902072e+015
3.880126e+001 9.893037e+015
3.881125e+001 9.884015e+015
3.882124e+001 9.875006e+015
3.883123e+001 9.866011e+015
3.884122e+001 9.857028e+015
3.885121e+001 9.848060e+015
3.886120e+001 9.839104e+015
3.887119e+001 9.830161e+015
3.888118e+001 9.821232e+015
3.889117e+001 9.812315e+015
3.890116e+001 9.803412e+015
3.891115e+001 9.794522e+015
3.892114e+001 9.785645e+015
3.893113e+001 9.776781e+015
3.894112e+001 9.767930e+015
3.895111e+001 9.759092e+015
3.896110e+001 9.750266e+015
3.897109e+001 9.741454e+015
3.898108e+001 9.732655e+015
3.899107e+001 9.723868e+015
3.900106e+001 9.715095e+015
3.901105e+001 9.706334e+015
3.902104e+001 9.697586e+015
3.903103e+001 9.688851e+015
3.904102e+001 9.680128e+015
3.905101e+001 9.671418e+015
3.906100e+001 9.662721e+015
3.907099e+001 9.654037e+015
3.908098e+001 9.645365e+015
3.909097e+001 9.636706e+015
3.910096e+001 9.628060e+015
3.911095e+001 9.619426e+015
3.912094e+001 9.610805e+015
3.913093e+001 9.602196e+015
3.914092e+001 9.593600e+015
3.915091e+001 9.585016e+015
3.916090e+001 9.576445e+015
3.917089e+001 9.567886e+015
3.918088e+001 9.559340e+015
3.919087e+001 9.550806e+015
3.920086e+001 9.542284e+015
3.921085e+001 9.533775e+015
3.922084e+001 9.525278e+015
3.923083e+001 9.516794e+015
3.924082e+001 9.508321e+015
3.925081e+001 9.499861e+015
3.926080e+001 9.491414e+015
3.927079e+001 9.482978e+015
3.928078e+001 9.474555e+015
3.929077e+001 9.466144e+015
3.930076e+001 9.457745e+015
3.931075e+001 9.449358e+015
3.932074e+001 9.440983e+015
3.933073e+001 9.432621e+015
3.934072e+001 9.424270e+015
3.935071e+001 9.415932e+015
3.936070e+001 9.407605e+015
3.937069e+001 9.399291e+015
3.938068e+001 9.390989e+015
3.939067e+001 9.382698e+015
3.940066e+001 9.374420e+015
3.941065e+001 9.366153e+015
3.942064e+001 9.357898e+015
3.943063e+001 9.349656e+015
3.944062e+001 9.341425e+015
3.945061e+001 9.333206e+015
3.946060e+001 9.324998e+015
3.947059e+001 9.316803e+015
3.948058e+001 9.308619e+015
3.949057e+001 9.300447e+015
3.950056e+001 9.292287e+015
3.951055e+001 9.284139e+015
3.952054e+001 9.276002e+015
3.953053e+001 9.267877e+015
3.954052e+001 9.259763e+015
3.955051e+001 9.251661e+015
3.956050e+001 9.243571e+015
3.957049e+001 9.235493e+015
3.958048e+001 9.227425e+015
3.959047e+001 9.219370e+015
3.960046e+001 9.211326e+015
3.961045e+001 9.203294e+015
3.962044e+001 9.195273e+015
3.963043e+001 9.187263e+015
3.964042e+001 9.179265e+015
3.965041e+001 9.171278e+015
3.966040e+001 9.163303e+015
3.967039e+001 9.155339e+015
3.968038e+001 9.147387e+015
3.969037e+001 9.139446e+015
3.970036e+001 9.131516e+015
3.971035e+001 9.123598e+015
3.972034e+001 9.115691e+015
3.973033e+001 9.107795e+015
3.974032e+001 9.099910e+015
3.975031e+001 9.092037e+015
3.976030e+001 9.084175e+015
3.977029e+001 9.076324e+015
3.978028e+001 9.068484e+015
3.979027e+001 9.060655e+015
3.980026e+001 9.052838e+015
3.981025e+001 9.045032e+015
3.982024e+001 9.037236e+015
3.983023e+001 9.029452e+015
3.984022e+001 9.021679e+015
3.985021e+001 9.013917e+015
3.986020e+001 9.006166e+015
3.987019e+001 8.998426e+015
3.988018e+001 8.990697e+015
3.989017e+001 8.982979e+015
3.990016e+001 8.975272e+015
3.991015e+001 8.967576e+015
3.992014e+001 8.959890e+015
3.993013e+001 8.952216e+015
3.994012e+001 8.944552e+015
3.995011e+001 8.936900e+015
3.996010e+001 8.929258e+015
3.997009e+001 8.921627e+015
3.998008e+001 8.914007e+015
3.999007e+001 8.906398e+015
4.000006e+001 8.898799e+015
4.001005e+001 8.891211e+015
4.002004e+001 8.883634e+015
4.003003e+001 8.876068e+015
4.004002e+001 8.868512e+015
4.005001e+001 8.860967e+015
4.006000e+001 8.853432e+015
4.006999e+001 8.845909e+015
4.007998e+001 8.838396e+015
4.008997e+001 8.830893e+015
4.009996e+001 8.823401e+015
4.010995e+001 8.815920e+015
4.011994e+001 8.808449e+015
4.012993e+001 8.800989e+015
4.013992e+001 8.793539e+015
4.014991e+001 8.786100e+015
4.015990e+001 8.778671e+015
4.016989e+001 8.771253e+015
4.017988e+001 8.763845e+015
4.018987e+001 8.756448e+015
4.019986e+001 8.749061e+015
4.020985e+001 8.741684e+015
4.021984e+001 8.734318e+015
4.022983e+001 8.726962e+015
4.023982e+001 8.719616e+015
4.024981e+001 8.712281e+015
4.025980e+001 8.704956e+015
4.026979e+001 8.697642e+015
4.027978e+001 8.690338e+015
4.028977e+001 8.683044e+015
4.029976e+001 8.675760e+015
4.030975e+001 8.668486e+015
4.031974e+001 8.661223e+015
4.032973e+001 8.653970e+015
4.033972e+001 8.646727e+015
4.034971e+001 8.639494e+015
4.035970e+001 8.632271e+015
4.036969e+001 8.625059e+015
4.037968e+001 8.617857e+015
4.038967e+001 8.610664e+015
4.039966e+001 8.603482e+015
4.040965e+001 8.596310e+015
4.041964e+001 8.589148e+015
4.042963e+001 8.581996e+015
4.043962e+001 8.574853e+015
4.044961e+001 8.567721e+015
4.045960e+001 8.560599e+015
4.046959e+001 8.553487e+015
4.047958e+001 8.546385e+015
4.048957e+001 8.539293e+015
4.049956e+001 8.532210e+015
4.050955e+001 8.525138e+015
4.051954e+001 8.518075e+015
4.052953e+001 8.511023e+015
4.053952e+001 8.503980e+015
4.054951e+001 8.496947e+015
4.055950e+001 8.489924e+015
4.056949e+001 8.482910e+015
4.057948e+001 8.475907e+015
4.058947e+001 8.468913e+015
4.059946e+001 8.461929e+015
4.060945e+001 8.454954e+015
4.061944e+001 8.447990e+015
4.062943e+001 8.441035e+015
4.063942e+001 8.434090e+015
4.064941e+001 8.427154e+015
4.065940e+001 8.420228e+015
4.066939e+001 8.413312e+015
4.067938e+001 8.406406e+015
4.068937e+001 8.399509e+015
4.069936e+001 8.392621e+015
4.070935e+001 8.385743e+015
4.071934e+001 8.378875e+015
4.072933e+001 8.372017e+015
4.073932e+001 8.365167e+015
4.074931e+001 8.358328e+015
4.075930e+001 8.351498e+015
4.076929e+001 8.344677e+015
4.077928e+001 8.337866e+015
4.078927e+001 8.331065e+015
4.079926e+001 8.324272e+015
4.080925e+001 8.317490e+015
4.081924e+001 8.310716e+015
4.082923e+001 8.303952e+015
4.083922e+001 8.297198e+015
4.084921e+001 8.290453e+015
4.085920e+001 8.283717e+015
4.086919e+001 8.276990e+015
4.087918e+001 8.270273e+015
4.088917e+001 8.263566e+015
4.089916e+001 8.256867e+015
4.090915e+001 8.250178e+015
4.091914e+001 8.243498e+015
4.092913e+001 8.236827e+015
4.093912e+001 8.230166e+015
4.094911e+001 8.223513e+015
4.095910e+001 8.216870e+015
4.096909e+001 8.210237e+015
4.097908e+001 8.203612e+015
4.098907e+001 8.196997e+015
4.099906e+001 8.190390e+015
4.100905e+001 8.183793e+015
4.101904e+001 8.177205e+015
4.102903e+001 8.170626e+015
4.103902e+001 8.164056e+015
4.104901e+001 8.157496e+015
4.105900e+001 8.150944e+015
4.106899e+001 8.144401e+015
4.107898e+001 8.137868e+015
4.108897e+001 8.131343e+015
4.109896e+001 8.124828e+015
4.110895e+001 8.118321e+015
4.111894e+001 8.111823e+015
4.112893e+001 8.105335e+015
4.113892e+001 8.098855e+015
4.114891e+001 8.092384e+015
4.115890e+001 8.085923e+015
4.116889e+001 8.079470e+015
4.117888e+001 8.073026e+015
4.118887e+001 8.066591e+015
4.119886e+001 8.060165e+015
4.120885e+001 8.053747e+015
4.121884e+001 8.047339e+015
4.122883e+001 8.040939e+015
4.123882e+001 8.034548e+015
4.124881e+001 8.028166e+015
4.125880e+001 8.021793e+015
4.126879e+001 8.015428e+015
4.127878e+001 8.009073e+015
4.128877e+001 8.002726e+015
4.129876e+001 7.996387e+015
4.130875e+001 7.990058e+015
4.131874e+001 7.983737e+015
4.132873e+001 7.977425e+015
4.133872e+001 7.971122e+015
4.134871e+001 7.964827e+015
4.135870e+001 7.958541e+015
4.136869e+001 7.952263e+015
4.137868e+001 7.945994e+015
4.138867e+001 7.939734e+015
4.139866e+001 7.933482e+015
4.140865e+001 7.927239e+015
4.141864e+001 7.921005e+015
4.142863e+001 7.914779e+015
4.143862e+001 7.908562e+015
4.144861e+001 7.902353e+015
4.145860e+001 7.896152e+015
4.146859e+001 7.889961e+015
4.147858e+001 7.883777e+015
4.148857e+001 7.877602e+015
4.149856e+001 7.871436e+015
4.150855e+001 7.865278e+015
4.151854e+001 7.859129e+015
4.152853e+001 7.852988e+015
4.153852e+001 7.846855e+015
4.154851e+001 7.840731e+015
4.155850e+001 7.834615e+015
4.156849e+001 7.828507e+015
4.157848e+001 7.822408e+015
4.158847e+001 7.816318e+015
4.159846e+001 7.810235e+015
4.160845e+001 7.804161e+015
4.161844e+001 7.798095e+015
4.162843e+001 7.792038e+015
4.163842e+001 7.785989e+015
4.164841e+001 7.779948e+015
4.165840e+001 7.773915e+015
4.166839e+001 7.767891e+015
4.167838e+001 7.761874e+015
